station_name,full_price_tickets,reduced_price_tickets,season_tickets,total_entries_exits,interchanges,region,nlc_code,tlc_code
Norwich,565648,3173234,225066,3963948,437360,East of England,7309,NRW
Norwood Junction,1227506,1938616,640358,3806480,1158598,London,5376,NWD
Nottingham,1390732,5067020,281806,6739558,404203,East Midlands,1826,NOT
Nuneaton,363090,531630,65660,960380,498736,West Midlands,1077,NUN
Nunhead,298668,386526,155262,840456,0,London,5068,NHD
Nunthorpe,11744,28118,2444,42306,0,North East,7946,NNT
Nutbourne,15212,21116,27224,63552,0,South East,5262,NUT
Nutfield,20072,20738,15644,56454,0,South East,5476,NUF
Oakengates,15232,31154,7634,54020,0,West Midlands,4689,OKN
Oakham,41554,120410,10212,172176,3345,East Midlands,1904,OKM
Oakleigh Park,339150,311104,83508,733762,0,London,6020,OKL
Oban,52766,73586,59786,186138,0,Scotland,8725,OBN
Ockendon,392562,348110,160678,901350,0,East of England,7451,OCK
Ockley,14004,11332,3760,29096,0,South East,5310,OLY
Okehampton,141318,61496,25458,228272,0,South West,5786,OKE
Old Hill,37392,46682,24280,108354,0,West Midlands,4641,OHL
Old Roan,138770,565340,143616,847726,0,North West,2258,ORN
Old Street,2091660,2894364,451148,5437172,0,London,6003,OLD
Oldfield Park,126596,134920,36294,297810,0,South West,3219,OLF
Olton,119970,152476,70056,342502,0,West Midlands,4533,OLT
Ore,65276,81156,82130,228562,0,South East,5021,ORE
Ormskirk,377308,1151204,292004,1820516,23139,North West,2281,OMS
Orpington,1354162,1970482,705758,4030402,578762,London,5122,ORP
Orrell,31958,20950,20198,73106,0,North West,2259,ORR
Orrell Park,295570,484948,272468,1052986,0,North West,2247,OPK
Otford,115084,137694,73638,326416,25191,South East,5071,OTF
Oulton Broad North,30052,74268,4850,109170,0,East of England,7273,OUN
Oulton Broad South,15818,34610,782,51210,0,East of England,7274,OUS
Outwood,134304,69810,38158,242272,0,Yorkshire and The Humber,8309,OUT
Overpool,70844,104492,16776,192112,0,North West,2157,OVE
Overton,21776,70384,29400,121560,0,South East,5526,OVR
Oxenholme Lake District,0,474086,7542,481628,353601,North West,2090,OXN
Oxford,708372,5320080,553154,6581606,514180,South East,3115,OXF
Oxford Parkway,83542,472696,28692,584930,0,South East,3121,OXP
Oxshott,130522,138454,75640,344616,0,South East,5602,OXS
Oxted,285762,402774,439122,1127658,0,South East,5377,OXT
Paddock Wood,235710,355562,289920,881192,110489,South East,5224,PDW
Padgate,52130,42638,9696,104464,0,North West,2387,PDG
Paignton,67624,478362,90414,636400,3,South West,3427,PGN
Paisley Canal,77664,123456,63600,264720,0,Scotland,9657,PCN
Paisley Gilmour Street,779858,1270458,549714,2600030,75085,Scotland,9683,PYG
Paisley St James,22194,36072,6212,64478,0,Scotland,9664,PYJ
Palmers Green,495828,611098,160642,1267568,0,London,6021,PAL
Pangbourne,80774,176598,63998,321370,0,South East,3036,PAN
Pannal,40388,56444,24962,121794,0,Yorkshire and The Humber,8479,PNL
Pantyffynnon,1598,806,0,2404,0,Wales,4250,PTF
Par,25440,141226,28314,194980,106235,South West,3524,PAR
Parbold,31632,47370,19348,98350,0,North West,2402,PBL
Park Street,5750,6566,4526,16842,0,East of England,1561,PKT
Parkstone (Dorset),41072,123440,7566,172078,0,South West,5882,PKS
Parson Street,70084,79222,7730,157036,0,South West,3246,PSN
Partick,536758,1279796,286174,2102728,231440,Scotland,9917,PTK
Parton,2242,4780,1180,8202,0,North West,2032,PRN
Patchway,44046,29814,3916,77776,0,South West,3213,PWY
Patricroft,46072,44410,15046,105528,0,North West,2916,PAT
Patterton,85760,147878,136564,370202,0,Scotland,9775,PTT
Peartree,3968,186,220,4374,0,East Midlands,1687,PEA
Peckham Rye,1679006,2848900,884472,5412378,3039337,London,5423,PMR
Pegswood,1430,100,82,1612,0,North East,7685,PEG
Pemberton,16174,13712,5608,35494,0,North West,2403,PEM
Pembrey and Burry Port,53694,21422,16954,92070,0,Wales,4140,PBY
Pembroke,15542,7888,156,23586,0,Wales,4101,PMB
Pembroke Dock,24970,7842,144,32956,0,Wales,4102,PMD
Penally,3944,1562,124,5630,0,Wales,4129,PNA
Penarth,277002,30888,59608,367498,0,Wales,3863,PEN
Pencoed,99144,29818,23908,152870,0,Wales,3851,PCD
Pengam,145432,7686,36164,189282,0,Wales,4021,PGM
Penge East,360026,524748,151022,1035796,1975,London,5072,PNE
Penge West,197776,342046,68944,608766,0,London,5378,PNW
Penhelig,4066,1984,0,6050,0,Wales,4335,PHG
Penistone,68850,53236,20186,142272,0,Yorkshire and The Humber,6634,PNS
Penkridge,143084,63228,25066,231378,0,West Midlands,1195,PKG
Penmaenmawr,7050,5898,1884,14832,0,Wales,2494,PMW
Penmere,23724,117848,36544,178116,0,South West,3499,PNM
Penrhiwceiber,23986,760,7172,31918,0,Wales,3992,PER
Penrhyndeudraeth,11230,4040,41182,56452,0,Wales,4473,PRH
Penrith (North Lakes),0,421830,69080,490910,114178,North West,2102,PNR
Penryn (Cornwall),31422,191982,34170,257574,0,South West,3525,PYN
Pensarn (Gwynedd),972,432,10,1414,0,Wales,4463,PES
Penshurst,9528,13560,17622,40710,0,South East,5477,PHR
Pentre-Bach,16558,658,2248,19464,0,Wales,3944,PTB
Pen-Y-Bont (Mid Wales),546,458,0,1004,0,Wales,4254,PNY
Penychain,2502,1812,0,4314,0,Wales,4409,PNC
Penyffordd,15874,860,1128,17862,0,Wales,2433,PNF
Penzance,19470,508214,37040,564724,2604,South West,3526,PNZ
Perranwell,7774,20570,3582,31926,0,South West,3528,PRW
Perry Barr,40868,59392,39116,139376,0,West Midlands,1128,PRY
Pershore,27512,63876,12486,103874,0,West Midlands,4887,PSH
Perth,153594,519938,21744,695276,118969,Scotland,8805,PTH
Peterborough,408664,3782632,327720,4519016,773281,East of England,6133,PBO
Petersfield,193526,589112,255100,1037738,7646,South East,5657,PTR
Petts Wood,600678,585716,205372,1391766,0,London,5123,PET
Pevensey and Westham,42390,63236,47308,152934,0,South East,5461,PEV
Pevensey Bay,884,1060,3248,5192,0,South East,5462,PEB
Pewsey,19348,143512,18240,181100,0,South West,3062,PEW
Pilning,150,188,0,338,0,South West,3214,PIL
Pinhoe,27262,103496,35594,166352,0,South West,5757,PIN
Pitlochry,17282,87320,984,105586,0,Scotland,8801,PIT
Pitsea,471102,377598,211378,1060078,199418,East of England,7452,PSE
Pleasington,1910,6072,82,8064,0,North West,2752,PLS
Plockton,6154,2376,0,8530,0,Scotland,8670,PLK
Pluckley,22572,42780,27320,92672,0,South East,5225,PLC
Plumley,4984,8862,944,14790,0,North West,2308,PLM
Plumpton,19264,54266,18466,91996,0,South East,5332,PMP
Plumstead,310516,454948,240500,1005964,0,London,5208,PLU
Plymouth,181586,1972450,159056,2313092,90291,South West,3580,PLY
Pokesdown,89196,201588,19098,309882,0,South West,5885,POK
Polegate,123348,552558,253562,929468,19,South East,5455,PLG
Polesworth,126,12,50,188,0,West Midlands,1078,PSW
Pollokshaws East,61460,90272,36600,188332,0,Scotland,9820,PWE
Pollokshaws West,61310,149862,14164,225336,0,Scotland,9804,PWW
Pollokshields East,77774,158454,19600,255828,0,Scotland,9821,PLE
Pollokshields West,26252,56744,13898,96894,0,Scotland,9623,PLW
Polmont,186560,286072,48490,521122,0,Scotland,9936,PMT
Polsloe Bridge,52750,89686,16822,159258,0,South West,3422,POL
Ponders End,241882,364934,92102,698918,0,London,6819,PON
Pontarddulais,2046,1114,20,3180,0,Wales,4251,PTD
Pontefract Baghill,4118,5060,460,9638,13,Yorkshire and The Humber,8540,PFR
Pontefract Monkhill,104538,74866,18630,198034,4381,Yorkshire and The Humber,8548,PFM
Pontefract Tanshelf,45064,32274,8030,85368,0,Yorkshire and The Humber,8541,POT
Pontlottyn,25158,1194,8566,34918,0,Wales,4023,PLT
Pontyclun,136194,47776,26692,210662,0,Wales,3850,PYC
Pont-y-Pant,430,346,0,776,0,Wales,2459,PYP
Pontypool and New Inn,63086,18238,27718,109042,0,Wales,3744,PPL
Pontypridd,410566,22820,102664,536050,35985,Wales,3904,PPD
Poole,191588,584914,48162,824664,4049,South West,5883,POO
Poppleton,16266,45974,9904,72144,0,Yorkshire and The Humber,8254,POP
Port Glasgow,89094,176820,58050,323964,2534,Scotland,9667,PTG
Port Sunlight,205038,213164,121422,539624,0,North West,2198,PSL
Port Talbot Parkway,270108,157556,44184,471848,0,Wales,4181,PTA
Portchester,85378,179658,30646,295682,0,South East,5928,PTC
Porth,118636,6554,26502,151692,0,Wales,3870,POR
Porthmadog,38430,16878,13716,69024,0,Wales,4313,PTM
Portlethen,22266,18802,7378,48446,0,Scotland,8860,PLN
Portslade,235630,452134,139006,826770,0,South East,5276,PLD
Portsmouth and Southsea,306960,1228862,171388,1707210,21158,South East,5537,PMS
Portsmouth Arms,456,342,0,798,0,South West,5829,PMA
Portsmouth Harbour,314038,1257198,175338,1746574,12920,South East,5540,PMH
Possilpark and Parkhouse,18184,34742,8584,61510,0,Scotland,9958,PPK
Potters Bar,818116,1002906,251732,2072754,0,East of England,6022,PBR
Poulton-Le-Fylde,66706,413270,29904,509880,0,North West,2671,PFY
Poynton,61536,87192,13202,161930,0,North West,2874,PYT
Prees,1826,1692,712,4230,0,West Midlands,1346,PRS
Prescot,79388,93208,62102,234698,0,North West,2337,PSC
Prestatyn,149182,119806,20142,289130,0,Wales,2521,PRT
Prestbury,12534,24592,3816,40942,0,North West,2875,PRB
Preston (Lancs),435352,3568028,233156,4236536,1083436,North West,2753,PRE
Preston Park,270944,450124,122806,843874,0,South East,5285,PRP
Prestonpans,90898,73784,8236,172918,0,Scotland,9366,PST
Prestwick International Airport,41662,13638,1680,56980,0,Scotland,9544,PRA
Prestwick Town,65868,136472,9652,211992,0,Scotland,9543,PTW
Priesthill and Darnley,43730,68222,12102,124054,0,Scotland,9808,PTL
Princes Risborough,221194,151760,89778,462732,28230,South East,3055,PRR
Prittlewell,105704,100060,75514,281278,0,East of England,7419,PRL
Prudhoe,33238,84330,16126,133694,0,North East,7509,PRU
Pulborough,78220,151666,56166,286052,0,South East,5468,PUL
Purfleet,223988,191178,93422,508588,0,East of England,7453,PFL
Purley,788166,1191826,368108,2348100,549392,London,5379,PUR
Purley Oaks,169008,198484,62598,430090,0,London,5430,PUO
Putney,1689486,2332224,1096518,5118228,0,London,5603,PUT
Pwllheli,29152,25776,18404,73332,0,Wales,4314,PWL
Pye Corner,84322,1830,14084,100236,0,Wales,1663,PYE
Pyle,49694,18530,9718,77942,0,Wales,4185,PYL
Quakers Yard,30036,1256,6946,38238,0,Wales,3994,QYD
Queenborough,53740,47178,39252,140170,0,South East,5176,QBR
Queens Park (Glasgow),131080,353094,35166,519340,0,Scotland,9822,QPK
Queens Park (London),1088876,2340486,424332,3853694,0,London,1419,QPW
Queens Road (Peckham),780976,1316672,482050,2579698,0,London,5424,QRP
Queenstown Road (Battersea),308610,365216,179200,853026,0,London,5596,QRB
Quintrell Downs,286,2742,10,3038,0,South West,3531,QUI
Radcliffe (Nottinghamshire),6476,4968,438,11882,0,East Midlands,6242,RDF
Radlett,401084,563172,117294,1081550,0,East of England,1546,RDT
Radley,24566,64520,13046,102132,0,South East,3118,RAD
Radyr,252006,16380,63484,331870,19865,Wales,3874,RDR
Rainford,8432,11648,714,20794,0,North West,2404,RNF
Rainham (Essex),556464,567142,148104,1271710,0,London,7454,RNM
Rainham (Kent),356266,588880,445026,1390172,8960,South East,5177,RAI
Rainhill,67688,64418,30708,162814,0,North West,2296,RNH
Ramsgate,167578,630778,353194,1151550,133508,South East,5023,RAM
Ramsgreave and Wilpshire,20098,58182,26050,104330,0,North West,2734,RGW
Rannoch,3688,2130,0,5818,0,Scotland,8834,RAN
Rauceby,2362,90,2810,5262,0,East Midlands,6361,RAU
Ravenglass for Eskdale,5118,27046,1540,33704,0,North West,1999,RAV
Ravensbourne,96102,78902,25996,201000,0,London,5083,RVB
Ravensthorpe,15132,12978,10214,38324,0,Yorkshire and The Humber,8519,RVN
Rawcliffe,396,46,0,442,0,Yorkshire and The Humber,8031,RWC
Rayleigh,499956,452930,379506,1332392,0,East of England,6884,RLG
Raynes Park,978960,1407364,553530,2939854,72722,London,5569,RAY
Reading,2911936,8045008,1444044,12400988,3730402,South East,3149,RDG
Reading West,120620,130358,38862,289840,13464,South East,3160,RDW
Rectory Road,323176,484922,91648,899746,0,London,6967,REC
Redbridge,9630,12796,6468,28894,1389,South East,5912,RDB
Redcar Central,48824,295558,23042,367424,0,North East,7950,RCC
Redcar East,14700,59766,8416,82882,0,North East,7974,RCE
Reddish North,58106,55212,32914,146232,0,North West,2979,RDN
Reddish South,36,64,0,100,0,North West,2857,RDS
Redditch,245970,333264,106006,685240,0,West Midlands,1208,RDC
Redhill,913322,1401386,396932,2711640,883275,South East,5478,RDH
Redland,104858,45166,8112,158136,0,South West,3247,RDA
Redruth,28406,255566,45018,328990,0,South West,3530,RED
Reedham (London),38606,40218,18640,97464,0,London,5431,RHM
Reedham (Norfolk),10212,18724,8106,37042,903,East of England,7316,REE
Reigate,353754,409888,240966,1004608,0,South East,5480,REI
Renton,14900,28820,9180,52900,0,Scotland,9867,RTN
Reston,640,12544,6,13190,0,Scotland,8634,RSN
Retford,33554,458574,27740,519868,66127,East Midlands,6511,RET
Rhiwbina,49478,3166,7436,60080,0,Wales,3906,RHI
Rhoose Cardiff International Airport,97410,24590,31094,153094,0,Wales,3876,RIA
Rhosneigr,6312,4030,108,10450,0,Wales,2544,RHO
Rhyl,222940,221988,38496,483424,0,Wales,2461,RHL
Rhymney,71244,4976,17304,93524,0,Wales,4027,RHY
Ribblehead,2696,20730,0,23426,0,Yorkshire and The Humber,2106,RHD
Rice Lane,83160,219454,201196,503810,0,North West,2131,RIL
Richmond (London),2499366,4356358,1068902,7924626,1029867,London,5570,RMD
Rickmansworth,389310,551624,42374,983308,0,East of England,687,RIC
Riddlesdown,87170,98552,34802,220524,0,London,5432,RDD
Ridgmont,1946,5818,3806,11570,0,East of England,1538,RID
Riding Mill,6252,14314,3596,24162,0,North East,7510,RDM
Risca and Pontymister,55758,2578,14078,72414,0,Wales,9920,RCA
Rishton,9566,24712,3364,37642,0,North West,2580,RIS
Robertsbridge,37314,96404,92062,225780,0,South East,5226,RBR
Robroyston,51670,96910,11366,159946,0,Scotland,7780,RRN
Roby,58178,68150,36278,162606,0,North West,2261,ROB
Rochdale,331500,828948,187750,1348198,51545,North West,2924,RCD
Roche,762,3670,476,4908,0,South West,3532,ROC
Rochester,449488,905916,428258,1783662,55711,South East,5203,RTR
Rochford,197532,196522,180620,574674,0,East of England,6885,RFD
Rock Ferry,288686,262786,124986,676458,0,North West,2189,RFY
Rogart,618,266,0,884,0,Scotland,8671,ROG
Rogerstone,55026,1650,13750,70426,0,Wales,9921,ROR
Rolleston,2674,780,0,3454,0,East Midlands,6353,ROL
Roman Bridge,180,270,0,450,0,Wales,2444,RMB
Romford,3872186,6432522,1298370,11603078,578763,London,6886,RMF
Romiley,97764,75806,71236,244806,7391,North West,2833,RML
Romsey,91602,240036,52728,384366,0,South East,5943,ROM
Roose,15628,37426,10374,63428,0,North West,1962,ROO
Rose Grove,20918,26000,13016,59934,2190,North West,2722,RSG
Rose Hill Marple,43650,21708,34542,99900,0,North West,2873,RSH
Rosyth,49800,66136,10742,126678,0,Scotland,9190,ROS
Rotherham Central,136386,130386,48564,315336,88,Yorkshire and The Humber,6676,RMC
Rotherhithe,412958,855224,196968,1465150,0,London,1039,ROE
Roughton Road,10742,10236,3692,24670,0,East of England,7297,RNR
Rowlands Castle,19246,51130,42566,112942,0,South East,5658,RLN
Rowley Regis,244298,303144,215182,762624,0,West Midlands,4606,ROW
Roy Bridge,1602,918,0,2520,0,Scotland,8835,RYB
Roydon,45324,43122,13402,101848,0,East of England,6829,RYN
Royston,366080,530478,184456,1081014,14420,East of England,6090,RYS
Ruabon,53142,33574,4178,90894,0,Wales,4477,RUA
Rufford,7250,8424,2000,17674,0,North West,2315,RUF
Rugby,402390,1243008,267944,1913342,180763,West Midlands,1087,RUG
Rugeley Town,43818,59168,16860,119846,0,West Midlands,1135,RGT
Rugeley Trent Valley,31494,109376,13910,154780,37174,West Midlands,1084,RGL
Runcorn,139334,365400,16650,521384,35155,North West,2291,RUN
Runcorn East,112716,38052,14394,165162,1,North West,2294,RUE
Ruskington,48404,6040,6602,61046,0,East Midlands,6327,RKT
Ruswarp,262,2690,0,2952,0,Yorkshire and The Humber,8174,RUS
Rutherglen,149406,312018,87894,549318,0,Scotland,9787,RUT
Ryde Esplanade,22022,96198,15912,134132,0,South East,5542,RYD
Ryde Pier Head,16900,69476,6410,92786,0,South East,5541,RYP
Ryde St Johns Road,11314,33284,20798,65396,0,South East,5543,RYR
Ryder Brow,7344,6430,2986,16760,0,North West,2977,RRB
Rye (Sussex),66948,279196,84948,431092,0,South East,5024,RYE
Rye House,148064,148354,40182,336600,0,East of England,6820,RYH
Salford Central,263852,121278,142288,527418,0,North West,2798,SFD
Salford Crescent,558392,424726,137916,1121034,245036,North West,2794,SLD
Salfords (Surrey),50698,53062,12434,116194,0,South East,5380,SAF
Salhouse,2868,8760,2378,14006,0,East of England,7318,SAH
Salisbury,292596,1146336,182630,1621562,217777,South West,5663,SAL
Saltaire,207154,304488,124712,636354,0,Yorkshire and The Humber,8561,SAE
Saltash,42394,58098,36516,137008,0,South West,3587,STS
Saltburn,45298,189054,14704,249056,0,North East,7951,SLB
Saltcoats,58906,143522,16760,219188,0,Scotland,9547,SLT
Saltmarshe,162,916,0,1078,0,Yorkshire and The Humber,8033,SAM
Salwick,952,228,352,1532,0,North West,2673,SLW
Sandal and Agbrigg,89758,53604,31814,175176,0,Yorkshire and The Humber,8358,SNA
Sandbach,89588,113780,27184,230552,0,North West,1261,SDB
Sanderstead,234026,285652,103962,623640,0,London,5433,SNR
Sandhills,280904,384648,113212,778764,556339,North West,2249,SDL
Sandhurst (Berks),34392,66824,23906,125122,0,South East,5646,SND
Sandling,16154,39888,14936,70978,0,South East,5025,SDG
Sandown,15088,52610,15802,83500,0,South East,5525,SAN
Sandplace,54,1090,10,1154,0,South West,3584,SDP
Sandwell and Dudley,208886,442360,155446,806692,0,West Midlands,1149,SAD
Sandwich,42670,104684,120878,268232,0,South East,5026,SDW
Sandy,161738,303642,58688,524068,0,East of England,6172,SDY
Sankey For Penketh,2768,196,394,3358,0,North West,2388,SNK
Sanquhar,6532,10476,294,17302,0,Scotland,9549,SQH
Sarn,38216,1228,6966,46410,0,Wales,4270,SRR
Saundersfoot,3866,3226,18,7110,0,Wales,4108,SDF
Saunderton,47146,9450,8686,65282,0,South East,3056,SDR
Sawbridgeworth,153708,140416,60316,354440,0,East of England,6806,SAW
Saxilby,16588,49488,10084,76160,0,East Midlands,6328,SXY
Saxmundham,36250,114950,6014,157214,0,East of England,7224,SAX
Scarborough,114884,708232,39668,862784,0,Yorkshire and The Humber,8185,SCA
Scotscalder,106,18,0,124,0,Scotland,8672,SCT
Scotstounhill,90772,172184,31024,293980,0,Scotland,9996,SCH
Scunthorpe,52744,188054,12388,253186,755,Yorkshire and The Humber,6456,SCU
Sea Mills,43992,12998,5432,62422,0,South West,3254,SML
Seaford (Sussex),113744,316544,122614,552902,0,South East,5333,SEF
Seaforth and Litherland,165252,523414,191368,880034,0,North West,2250,SFL
Seaham,28620,68188,13762,110570,0,North East,7814,SEA
Seamer,27316,82250,11568,121134,34375,Yorkshire and The Humber,8178,SEM
Seascale,10452,27846,4740,43038,0,North West,2003,SSC
Seaton Carew,19830,39590,5634,65054,0,North East,8007,SEC
Seer Green and Jordans,46186,22476,19290,87952,0,South East,3061,SRG
Selby,95068,396588,62908,554564,24520,Yorkshire and The Humber,8201,SBY
Selhurst,336836,408502,242604,987942,2736,London,5434,SRS
Sellafield,74504,13928,48332,136764,126,North West,2004,SEL
Selling,25088,31750,20302,77140,0,South East,5179,SEG
Selly Oak,549088,814616,631218,1994922,0,West Midlands,1105,SLY
Settle,14806,114556,1206,130568,0,Yorkshire and The Humber,2107,SET
Seven Kings,1281120,1999448,501206,3781774,0,London,6893,SVK
Seven Sisters,1936466,3308728,868300,6113494,2009,London,6931,SVS
Sevenoaks,968632,1320686,850634,3139952,1219592,South East,5124,SEV
Severn Beach,118996,4290,105280,228566,0,South West,3205,SVB
Severn Tunnel Junction,135340,16282,14370,165992,28689,Wales,3679,STJ
Shadwell,1036636,2201342,468196,3706174,0,London,1082,SDE
Shalford (Surrey),32924,30544,11664,75132,0,South East,5638,SFR
Shanklin,26934,110596,12280,149810,0,South East,5529,SHN
Shawfair,16224,26796,1342,44362,0,Scotland,6963,SFI
Shawford,17982,67064,25068,110114,0,South East,5929,SHW
Shawlands,22752,44244,5116,72112,0,Scotland,9823,SHL
Sheerness-On-Sea,120144,148816,79554,348514,0,South East,5184,SSS
Sheffield,1522644,6683552,470816,8677012,766390,Yorkshire and The Humber,6691,SHF
Shelford (Cambs),62766,76000,31496,170262,0,East of England,7043,SED
Shenfield,2125910,2324570,655032,5105512,1056897,East of England,6888,SNF
Shenstone,37862,29698,62220,129780,0,West Midlands,1178,SEN
Shepherd's Bush,1713046,2871644,1120508,5705198,15841,London,9587,SPB
Shepherds Well,16114,23364,13932,53410,0,South East,5186,SPH
Shepley,23510,22990,8628,55128,0,Yorkshire and The Humber,8448,SPY
Shepperton,87490,115586,81858,284934,0,South East,5605,SHP
Shepreth,25738,50558,14786,91082,0,East of England,7044,STH
Sherborne,19202,132056,4224,155482,0,South West,5835,SHE
Sherburn-In-Elmet,22476,42900,17890,83266,0,Yorkshire and The Humber,8257,SIE
Sheringham,59424,162742,10056,232222,0,East of England,7319,SHM
Shettleston,124930,285306,63492,473728,0,Scotland,9903,SLS
Shieldmuir,32358,44256,7668,84282,0,Scotland,9552,SDM
Shifnal,54024,67150,20958,142132,0,West Midlands,4619,SFN
Shildon,13826,38044,5098,56968,0,North East,7893,SHD
Shiplake,34822,31350,12294,78466,0,South East,3150,SHI
Shipley (Yorks),367980,522038,216926,1106944,315355,Yorkshire and The Humber,8347,SHY
Shippea Hill,120,22,0,142,0,East of England,7073,SPP
Shipton,942,1238,174,2354,0,South East,3009,SIP
Shirebrook,40890,27082,9122,77094,0,East Midlands,1595,SHB
Shirehampton,47198,9910,10016,67124,0,South West,3206,SHH
Shireoaks,7718,23230,4578,35526,0,East Midlands,6570,SRO
Shirley,61890,109518,75712,247120,0,West Midlands,4526,SRL
Shoeburyness,173764,177148,142584,493496,0,East of England,7455,SRY
Sholing,26256,37338,23296,86890,0,South East,5930,SHO
Shoreditch High Street,1843010,4610400,600978,7054388,405919,London,1024,SDC
Shoreham (Kent),14738,35216,5302,55256,0,South East,5074,SEH
Shoreham-By-Sea,265622,623728,212126,1101476,0,South East,5277,SSE
Shortlands,394352,393136,147216,934704,9925,London,5084,SRT
Shotton,129040,41564,6440,177044,12408,Wales,2546,SHT
Shotts,45566,58112,8860,112538,0,Scotland,9739,SHS
Shrewsbury,635770,1045052,167514,1848336,193774,West Midlands,4387,SHR
Sidcup,882426,1000174,296516,2179116,0,London,5125,SID
Sileby,55392,33056,20966,109414,0,East Midlands,1902,SIL
Silecroft,1670,5772,596,8038,0,North West,2000,SIC
Silkstone Common,13478,12340,3278,29096,0,Yorkshire and The Humber,6782,SLK
Silver Street,511376,748468,220560,1480404,0,London,6972,SLV
Silverdale,6840,27738,7634,42212,0,North West,1968,SVR
Singer,87420,143648,57822,288890,0,Scotland,9988,SIN
Sittingbourne,505432,777584,593258,1876274,317297,South East,5187,SIT
Skegness,73214,282774,3756,359744,0,East Midlands,6265,SKG
Skewen,23462,2914,3952,30328,0,Wales,4217,SKE
Skipton,283092,595946,219928,1098966,9749,Yorkshire and The Humber,2728,SKI
Slade Green,323228,407500,186532,917260,47496,London,5154,SGR
Slaithwaite,78676,84130,25338,188144,0,Yorkshire and The Humber,8450,SWT
Slateford,25570,18368,430,44368,0,Scotland,9236,SLA
Sleaford,95648,106154,29290,231092,31340,East Midlands,6362,SLR
Sleights,742,4306,0,5048,0,Yorkshire and The Humber,8179,SLH
Slough,1319810,2551520,656302,4527632,1322225,South East,3172,SLO
Small Heath,67246,44120,32484,143850,0,West Midlands,4530,SMA
Smallbrook Junction,1142,6882,0,8024,0,South East,5494,SAB
Smethwick Galton Bridge,232606,259538,167612,659756,387565,West Midlands,1114,SGB
Smethwick Rolfe Street,144542,150868,106794,402204,10,West Midlands,1150,SMR
Smithy Bridge,46926,66420,26920,140266,0,North West,2660,SMB
Snaith,1388,122,0,1510,0,Yorkshire and The Humber,8036,SNI
Snodland,59288,51880,75224,186392,0,South East,5189,SDA
Snowdown,2608,3506,4804,10918,0,South East,5185,SWO
Soham,20912,27294,7312,55518,0,East of England,5247,SOJ
Sole Street,12704,17106,13260,43070,0,South East,5126,SOR
Solihull,327992,688092,324846,1340930,20130,West Midlands,4527,SOL
Somerleyton,2418,6074,518,9010,0,East of England,7320,SYT
South Acton,236250,283500,94918,614668,0,London,1452,SAT
South Bank,14022,14922,4692,33636,0,North East,7953,SBK
South Bermondsey,144090,228708,122310,495108,0,London,5425,SBM
South Croydon,320622,276568,135912,733102,0,London,5410,SCY
South Elmsall,123116,105036,40286,268438,0,Yorkshire and The Humber,8355,SES
South Greenford,8896,9652,2158,20706,0,London,3138,SGN
South Gyle,67888,83174,11650,162712,0,Scotland,9318,SGL
South Hampstead,108026,212314,74994,395334,0,London,1451,SOH
South Kenton,141844,286820,73722,502386,0,London,1453,SOK
South Merton,42606,47182,18934,108722,0,London,5292,SMO
South Milford,28324,59322,9926,97572,0,Yorkshire and The Humber,8142,SOM
South Ruislip,74502,62298,15878,152678,0,London,3057,SRU
South Tottenham,302450,489094,338100,1129644,0,London,7404,STO
South Wigston,42020,39054,9430,90504,0,East Midlands,1949,SWS
South Woodham Ferrers,96334,69118,85146,250598,0,East of England,6892,SOF
Southall,1217474,2528248,682476,4428198,0,London,3187,STL
Southampton Airport Parkway,207272,761812,109986,1079070,95308,South East,5922,SOA
Southampton Central,1060578,4061900,373194,5495672,1207893,South East,5932,SOU
Southbourne,50412,78644,52908,181964,0,South East,5263,SOB
Southbury,266236,458484,87372,812092,0,London,6947,SBU
Southease,7454,14088,1664,23206,0,South East,5339,SEE
Southend Airport,60614,55946,24798,141358,0,East of England,4787,SIA
Southend Central,605474,881468,554478,2041420,2481,East of England,7456,SOC
Southend East,343536,500128,314600,1158264,0,East of England,7457,SOE
Southend Victoria,374166,544722,342652,1261540,2049,East of England,7420,SOV
Southminster,25226,26564,26504,78294,0,East of England,6890,SMN
Southport,445586,2446116,447880,3339582,16208,North West,2262,SOP
Southwick,84874,149634,48484,282992,0,South East,5286,SWK
Sowerby Bridge,136140,154288,48286,338714,0,Yorkshire and The Humber,8527,SOW
Spalding,50454,104812,11594,166860,0,East Midlands,6388,SPA
Spean Bridge,3586,2346,0,5932,0,Scotland,8836,SBR
Spital,151504,129926,77664,359094,0,North West,2199,SPI
Spondon,6102,340,2094,8536,0,East Midlands,1699,SPO
Spooner Row,298,84,0,382,0,East of England,7379,SPN
Spring Road,36462,51670,32910,121042,0,West Midlands,4535,SRI
Springburn,92998,136014,30010,259022,10425,Scotland,9997,SPR
Springfield,1120,70,0,1190,0,Scotland,9175,SPF
Squires Gate,6418,17282,1834,25534,0,North West,2666,SQU
St Albans Abbey,42718,59200,9206,111124,0,East of England,1562,SAA
St Albans City,2022094,2933882,616176,5572152,121850,East of England,1548,SAC
St Andrews Road,13038,1568,2716,17322,0,South West,3252,SAR
St Annes-On-The-Sea,23686,100774,8562,133022,0,North West,2672,SAS
St Austell,46358,336840,48090,431288,0,South West,3534,SAU
St Bees,19084,47226,5080,71390,0,North West,2002,SBS
St Budeaux Ferry Road,128,2380,0,2508,0,South West,3590,SBF
