station_name,full_price_tickets,reduced_price_tickets,season_tickets,total_entries_exits,interchanges,region,nlc_code,tlc_code
Farningham Road,40264,46982,31954,119200,0,South East,5105,FNR
Farnworth,23562,14914,9526,48002,0,North West,2811,FNW
Farringdon,12023796,15911166,3524942,31459904,640172,London,577,ZFD
Fauldhouse,14266,16868,1606,32740,0,Scotland,9245,FLD
Faversham,288838,557152,443554,1289544,185002,South East,5167,FAV
Faygate,3796,1118,1020,5934,0,South East,5493,FGT
Fazakerley,170982,457656,270798,899436,0,North West,2126,FAZ
Fearn,2696,568,490,3754,0,Scotland,8637,FRN
Featherstone,27334,31424,6314,65072,0,Yorkshire and The Humber,8544,FEA
Felixstowe,54608,149388,14546,218542,0,East of England,7214,FLX
Feltham,1094338,1355358,626882,3076578,0,London,5559,FEL
Feniton,8480,32962,10606,52048,0,South West,5808,FNT
Fenny Stratford,3196,4704,3450,11350,0,South East,1377,FEN
Fernhill,17134,786,1570,19490,0,Wales,3862,FER
Ferriby,12474,22672,6424,41570,0,Yorkshire and The Humber,8061,FRY
Ferryside,9572,4318,948,14838,0,Wales,4074,FYS
Ffairfach,2024,982,0,3006,0,Wales,4066,FFA
Filey,26066,127086,10070,163222,0,Yorkshire and The Humber,8062,FIL
Filton Abbey Wood,260098,234238,27138,521474,0,South West,3235,FIT
Finchley Road and Frognal,492440,744818,332698,1569956,0,London,1445,FNY
Finsbury Park,3037342,4481598,1040092,8559032,3360327,London,6119,FPK
Finstock,454,60,192,706,0,South East,3012,FIN
Fishbourne (Sussex),22710,23028,13234,58972,0,South East,5261,FSB
Fishersgate,30460,44896,15096,90452,0,South East,5284,FSG
Fishguard and Goodwick,2814,10628,0,13442,0,Wales,6680,FGW
Fishguard Harbour,1520,8768,0,10288,0,Wales,4076,FGH
Fiskerton,12952,7304,1018,21274,0,East Midlands,6351,FSK
Fitzwilliam,120212,78702,40318,239232,833,Yorkshire and The Humber,8583,FZW
Five Ways,574444,529004,355406,1458854,0,West Midlands,4503,FWY
Fleet,358702,496944,235838,1091484,451,South East,5522,FLE
Flimby,3226,6238,1110,10574,0,North West,2026,FLM
Flint,133340,87138,13842,234320,0,Wales,2513,FLN
Flitwick,276754,574928,238222,1089904,0,East of England,1532,FLT
Flixton,50980,25250,13890,90120,0,North West,2935,FLI
Flowery Field,60518,45676,38690,144884,0,North West,2786,FLF
Folkestone Central,134854,506604,170228,811686,15263,South East,5035,FKC
Folkestone West,101402,380930,127998,610330,1869,South East,5027,FKW
Ford,29506,46540,18082,94128,97834,South East,5258,FOD
Forest Gate,1477820,2607378,798374,4883572,0,London,6876,FOG
Forest Hill,1218380,2062116,476786,3757282,0,London,5362,FOH
Formby,266176,619148,177334,1062658,0,North West,2354,FBY
Forres,27280,67038,2712,97030,0,Scotland,8638,FOR
Forsinard,662,264,10,936,0,Scotland,8639,FRS
Fort Matilda,26050,47934,11202,85186,0,Scotland,9675,FTM
Fort William,38326,107238,0,145564,204,Scotland,8827,FTW
Four Oaks,124422,216798,156426,497646,0,West Midlands,1042,FOK
Foxfield,2266,8668,2388,13322,0,North West,2046,FOX
Foxton,30968,43648,13178,87794,0,East of England,7029,FXN
Frant,22164,43206,25274,90644,0,South East,5218,FRT
Fratton,436146,1182924,156686,1775756,154235,South East,5509,FTN
Freshfield,107358,312018,79512,498888,0,North West,2355,FRE
Freshford,18640,19132,6322,44094,0,South West,3344,FFD
Frimley,65464,73888,24566,163918,0,South East,5683,FML
Frinton-on-Sea,29512,95444,34486,159442,0,East of England,6854,FRI
Frizinghall,119766,72430,180446,372642,0,Yorkshire and The Humber,8556,FZH
Frodsham,114428,60848,7324,182600,0,North West,2284,FRD
Frome,76452,125840,4796,207088,394,South West,5707,FRO
Fulwell,141882,138204,42082,322168,0,London,5587,FLW
Furness Vale,5534,11938,2554,20026,0,East Midlands,2952,FNV
Furze Platt,38518,43956,34056,116530,0,South East,3144,FZP
Gainsborough Central,1046,858,46,1950,83,East Midlands,6465,GNB
Gainsborough Lea Road,58782,100290,9868,168940,223,East Midlands,6424,GBL
Galashiels,102944,156504,9272,268720,0,Scotland,9329,GAL
Garelochhead,6008,3824,198,10030,0,Scotland,9971,GCH
Garforth,201600,170420,52764,424784,0,Yorkshire and The Humber,8474,GRF
Gargrave,7808,23964,954,32726,0,Yorkshire and The Humber,2654,GGV
Garrowhill,79590,157358,41438,278386,0,Scotland,9904,GAR
Garscadden,38912,95476,15686,150074,0,Scotland,9979,GRS
Garsdale,2820,11574,100,14494,0,North West,2104,GSD
Garston (Hertfordshire),16726,14726,10494,41946,0,East of England,1559,GSN
Garswood,25182,63858,27510,116550,0,North West,2335,GSW
Gartcosh,51684,67968,15210,134862,0,Scotland,9723,GRH
Garth (Bridgend County),13234,422,836,14492,0,Wales,3961,GMG
Garth (Powys),282,304,0,586,0,Wales,4148,GTH
Garve,1440,1606,244,3290,0,Scotland,8640,GVE
Gathurst,35496,26216,18742,80454,0,North West,2397,GST
Gatley,96766,156366,34006,287138,0,North West,2953,GTY
Gatwick Airport,7747846,8418468,341666,16507980,852806,South East,5416,GTW
Georgemas Junction,752,566,0,1318,0,Scotland,8641,GGJ
Gerrards Cross,406766,363112,131268,901146,34829,South East,3051,GER
Gidea Park,1197504,1398436,208652,2804592,0,London,6877,GDP
Giffnock,72364,144150,15638,232152,0,Scotland,9794,GFN
Giggleswick,3798,9046,998,13842,0,Yorkshire and The Humber,2655,GIG
Gilberdyke,12038,34364,8596,54998,678,Yorkshire and The Humber,8117,GBD
Gilfach Fargoed,1998,200,1704,3902,0,Wales,4022,GFF
Gillingham (Dorset),41408,206578,29948,277934,0,South West,5796,GIL
Gillingham (Kent),617732,927864,574864,2120460,602044,South East,5169,GLM
Gilshochill,13516,34634,5516,53666,0,Scotland,9956,GSC
Gipsy Hill,422006,472944,188242,1083192,0,London,5363,GIP
Girvan,23142,48470,2132,73744,0,Scotland,9501,GIR
Glaisdale,536,3358,14964,18858,0,Yorkshire and The Humber,7921,GLS
Glan Conwy,2128,1412,80,3620,0,Wales,2454,GCW
Glasgow Central,5557214,12946504,2264236,20767954,2217140,Scotland,9813,GLC
Glasgow Queen Street,3072938,8373698,837100,12283736,1285677,Scotland,9950,GLQ
Glasshoughton,66018,37116,10162,113296,0,Yorkshire and The Humber,8360,GLH
Glazebrook,10242,9236,4818,24296,0,North West,2301,GLZ
Gleneagles,22076,52908,1386,76370,0,Scotland,8715,GLE
Glenfinnan,5646,7774,0,13420,0,Scotland,8828,GLF
Glengarnock,69172,126524,39852,235548,0,Scotland,9503,GLG
Glenrothes with Thornton,17318,23916,1370,42604,0,Scotland,9301,GLT
Glossop,221440,204938,157944,584322,0,East Midlands,2895,GLO
Gloucester,428092,953610,71246,1452948,63110,South West,4760,GCR
Glynde,18768,34182,7576,60526,0,South East,5338,GLY
Gobowen,114650,71912,8172,194734,0,West Midlands,4457,GOB
Godalming,578080,420378,218282,1216740,0,South East,5629,GOD
Godley,25268,25106,9538,59912,0,North West,2948,GDL
Godstone,16864,27784,19362,64010,0,South East,5474,GDN
Goldthorpe,25612,17362,12064,55038,0,Yorkshire and The Humber,8284,GOE
Golf Street,722,174,10,906,0,Scotland,9096,GOF
Golspie,3046,1010,0,4056,0,Scotland,8643,GOL
Gomshall,13554,28946,5128,47628,0,South East,5298,GOM
Goodmayes,1335820,2099488,696116,4131424,0,London,6878,GMY
Goole,59018,178648,23684,261350,1119,Yorkshire and The Humber,8025,GOO
Goostrey,14518,16484,1368,32370,0,North West,1220,GTR
Gordon Hill,398638,467444,126020,992102,0,London,6028,GDH
Gorebridge,41156,48564,2766,92486,0,Scotland,6391,GBG
Goring and Streatley,70504,179944,37726,288174,0,South East,3033,GOR
Goring-By-Sea,113680,213208,157484,484372,0,South East,5272,GBS
Gorton,22738,16170,13034,51942,0,North West,2962,GTO
Gospel Oak,714118,1231714,277850,2223682,1737753,London,1409,GPO
Gourock,104920,187424,31934,324278,0,Scotland,9635,GRK
Gowerton,65732,36474,16350,118556,0,Wales,4131,GWN
Goxhill,3022,6632,174,9828,0,Yorkshire and The Humber,6206,GOX
Grange Park,162172,182532,25120,369824,0,London,6029,GPK
Grange-Over-Sands,17764,99302,10782,127848,0,North West,1965,GOS
Grangetown (Cardiff),164782,6202,31184,202168,5057,Wales,3839,GTN
Grantham,45790,1098104,116540,1260434,228918,East Midlands,6469,GRA
Grateley,27062,105308,40478,172848,0,South East,5514,GRT
Gravelly Hill,115094,124302,117988,357384,0,West Midlands,1132,GVH
Gravesend,716158,992194,547704,2256056,443733,South East,5172,GRV
Grays,1168466,1302276,616182,3086924,101106,East of England,7443,GRY
Great Ayton,1576,8532,10,10118,0,Yorkshire and The Humber,7922,GTA
Great Bentley,16554,25498,22808,64860,0,East of England,6855,GRB
Great Chesterford,25734,37002,23360,86096,0,East of England,7032,GRC
Great Coates,2144,2294,0,4438,0,Yorkshire and The Humber,6275,GCT
Great Malvern,133364,155042,79146,367552,138,West Midlands,4892,GMV
Great Missenden,163694,145542,66606,375842,0,South East,1463,GMN
Great Yarmouth,61352,319752,12218,393322,185,East of England,7328,GYM
Green Lane,148186,127556,76136,351878,0,North West,2218,GNL
Green Road,2246,4104,858,7208,0,North West,1996,GNR
Greenbank,52474,61100,70742,184316,0,North West,2325,GBK
Greenfaulds,29816,38730,10602,79148,0,Scotland,9725,GRL
Greenfield,106018,99342,41204,246564,0,North West,2900,GNF
Greenford,54350,60836,10866,126052,0,London,3136,GFD
Greenhithe for Bluewater,224392,229442,234956,688790,0,South East,5138,GNH
Greenock Central,54204,125192,25754,205150,237,Scotland,9681,GKC
Greenock West,82192,138946,47134,268272,0,Scotland,9682,GKW
Greenwich,731458,1201754,433808,2367020,0,London,5146,GNW
Gretna Green,7770,29614,20,37404,0,Scotland,9610,GEA
Grimsby Docks,1520,952,486,2958,0,Yorkshire and The Humber,6276,GMD
Grimsby Town,41850,268660,5710,316220,14427,Yorkshire and The Humber,6280,GMB
Grindleford,17036,61150,1470,79656,0,East Midlands,2825,GRN
Grosmont,954,7600,2730,11284,0,Yorkshire and The Humber,8155,GMT
Grove Park,667822,890186,451352,2009360,276182,London,5139,GRP
Guide Bridge,96202,68854,54128,219184,3382,North West,2955,GUI
Guildford,1782862,2767468,734384,5284714,681231,South East,5631,GLD
Guiseley,371284,269026,230704,871014,0,Yorkshire and The Humber,8567,GSY
Gunnersbury,707178,764416,303930,1775524,0,London,5588,GUN
Gunnislake,3688,35816,11068,50572,0,South West,3563,GSL
Gunton,8268,18236,1942,28446,0,East of England,7299,GNT
Gwersyllt,14358,1750,3816,19924,0,Wales,4300,GWE
Gypsy Lane,9396,19658,2572,31626,0,North East,7930,GYP
Habrough,7118,24382,3576,35076,357,Yorkshire and The Humber,6281,HAB
Hackbridge,267616,292208,162130,721954,0,London,5364,HCB
Hackney Central,1183688,2457334,565038,4206060,1466758,London,6977,HKC
Hackney Downs,882316,1561256,306708,2750280,1563253,London,6867,HAC
Hackney Wick,934388,1846794,300886,3082068,1629,London,6978,HKW
Haddenham and Thame Parkway,279574,237154,137804,654532,0,South East,3053,HDM
Haddiscoe,3348,6562,394,10304,0,East of England,7300,HAD
Hadfield,84902,79652,60408,224962,0,East Midlands,2896,HDF
Hadley Wood,124012,149548,22326,295886,0,London,6075,HDW
Hag Fold,23434,19410,11196,54040,0,North West,2585,HGF
Haggerston,1030836,1840768,285330,3156934,0,London,1022,HGG
Hagley,47744,46920,267146,361810,0,West Midlands,4577,HAG
Hairmyres,141832,201134,66768,409734,0,Scotland,9810,HMY
Hale (Manchester),32910,36340,25804,95054,0,North West,2845,HAL
Halesworth,28838,63886,6852,99576,0,East of England,7266,HAS
Halewood,19894,33654,10654,64202,0,North West,2295,HED
Halifax,488914,785390,144298,1418602,56092,Yorkshire and The Humber,8411,HFX
Hall Green,77976,102540,81962,262478,0,West Midlands,4521,HLG
Hall Road,36404,258648,36456,331508,0,North West,2229,HLR
Halling,16428,17242,28116,61786,0,South East,5173,HAI
Hall-I'-Th'-Wood,55424,41328,46272,143024,0,North West,2572,HID
Haltwhistle,24610,46414,5986,77010,0,North East,7568,HWH
Ham Street,10628,30878,17586,59092,0,South East,5037,HMT
Hamble,21926,30562,27780,80268,0,South East,5947,HME
Hamilton Central,161986,283092,81492,526570,2333,Scotland,9726,HNC
Hamilton West,175192,264748,67972,507912,0,Scotland,9727,HNW
Hammerton,7910,21298,3636,32844,0,Yorkshire and The Humber,8241,HMM
Hampden Park (Sussex),163328,339822,191550,694700,120872,South East,5450,HMD
Hampstead Heath,926766,1615566,429906,2972238,0,London,1413,HDH
Hampton (London),317352,327180,105226,749758,0,London,5560,HMP
Hampton Court,411130,593028,102936,1107094,0,South East,5561,HMC
Hampton Wick,250380,335022,65154,650556,0,London,5589,HMW
Hampton-In-Arden,38002,62932,30248,131182,0,West Midlands,1033,HIA
Hamstead (Birmingham),60048,75920,41948,177916,0,West Midlands,1145,HSD
Hamworthy,36652,75714,3988,116354,0,South West,5940,HAM
Hanborough,86046,132768,43684,262498,0,South East,3007,HND
Handforth,104210,73186,62830,240226,0,North West,2767,HTH
Hanwell,324568,498820,98766,922154,0,London,3191,HAN
Hapton,3704,6350,1948,12002,0,North West,2557,HPN
Harlech,29040,6786,84504,120330,0,Wales,4458,HRL
Harlesden,357696,724328,227774,1309798,0,London,1521,HDN
Harling Road,1432,240,432,2104,0,East of England,7374,HRD
Harlington (Bedfordshire),69752,149854,46602,266208,0,East of England,1533,HLN
Harlow Mill,99502,62402,43478,205382,0,East of England,6804,HWM
Harlow Town,602740,654460,288458,1545658,0,East of England,6827,HWN
Harold Wood,1262700,1655904,350450,3269054,0,London,6879,HRO
Harpenden,734082,1254904,356880,2345866,3861,East of England,1543,HPD
Harrietsham,20792,27882,32368,81042,0,South East,5140,HRM
Harringay,325200,481664,114042,920906,0,London,6012,HGY
Harringay Green Lanes,306284,513864,286274,1106422,0,London,7401,HRY
Harrington,8840,13860,3796,26496,0,North West,2027,HRR
Harrogate,271760,1115368,115432,1502560,1132,Yorkshire and The Humber,8213,HGT
Harrow and Wealdstone,779622,1623542,401364,2804528,337438,London,1397,HRW
Harrow-On-The-Hill,1020080,1498606,97256,2615942,0,London,598,HOH
Hartford (Cheshire),51678,119178,6250,177106,0,North West,2230,HTF
Hartlebury,16826,8056,19302,44184,0,West Midlands,4579,HBY
Hartlepool,113600,391488,47960,553048,1390,North East,8009,HPL
Hartwood,3560,7138,1104,11802,0,Scotland,9246,HTW
Harwich International,30140,41920,23168,95228,0,East of England,6902,HPQ
Harwich Town,18132,41598,27742,87472,0,East of England,6905,HWC
Haslemere,323616,505578,382974,1212168,56812,South East,5633,HSL
Hassocks,232334,540072,247370,1019776,0,South East,5489,HSK
Hastings,277172,1146870,478678,1902720,35074,South East,5219,HGS
Hatch End,126580,398148,19544,544272,0,London,1398,HTE
Hatfield (Herts),855630,1157872,174958,2188460,0,East of England,6070,HAT
Hatfield and Stainforth,10978,18938,7036,36952,5788,Yorkshire and The Humber,6528,HFS
Hatfield Peverel,72274,106742,108380,287396,0,East of England,6845,HAP
Hathersage,24604,46740,1326,72670,0,East Midlands,2826,HSG
Hattersley,29700,23372,16384,69456,0,North West,2604,HTY
Hatton,13024,7656,57508,78188,0,West Midlands,4594,HTN
Havant,396426,1120034,331050,1847510,275582,South East,5532,HAV
Havenhouse,560,640,0,1200,0,East Midlands,6260,HVN
Haverfordwest,39186,57602,1078,97866,0,Wales,4079,HVF
Hawarden,20058,1814,1292,23164,0,Wales,2428,HWD
Hawarden Bridge,1798,166,42,2006,0,Wales,2146,HWB
Hawkhead,49204,92100,25662,166966,0,Scotland,9634,HKH
Haydon Bridge,10904,23650,4276,38830,0,North East,7569,HDB
Haydons Road,108574,110950,45502,265026,0,London,5289,HYR
Hayes (Kent),293760,316484,81142,691386,0,London,5050,HYS
Hayes and Harlington,1602650,3035382,808366,5446398,119677,London,3186,HAY
Hayle,12722,99974,14278,126974,0,South West,3513,HYL
Haymarket,997268,1216172,94976,2308416,426734,Scotland,9419,HYM
Haywards Heath,762028,1804112,828700,3394840,325318,South East,5490,HHE
Hazel Grove,172086,160190,72726,405002,380,North West,2768,HAZ
Headcorn,97072,230860,140476,468408,0,South East,5220,HCN
Headingley,137368,122812,39682,299862,0,Yorkshire and The Humber,8498,HDY
Headstone Lane,108010,239810,37688,385508,0,London,1434,HDL
Heald Green,137406,128064,53350,318820,2889,North West,2860,HDG
Healing,2804,3076,52,5932,0,Yorkshire and The Humber,6283,HLI
Heath High Level,220976,13162,47172,281310,0,Wales,3845,HHL
Heath Low Level,42374,2338,5364,50076,0,Wales,3908,HLL
Heathrow Terminal 4 (Rail Station Only),404798,271086,17702,693586,0,London,7091,HAF
Heathrow Terminal 5 (Rail Station Only),1529236,1024104,66876,2620216,0,London,9846,HWV
Heathrow Terminals 2 and 3 (Rail Station Only),2563718,1716878,112116,4392712,0,London,7090,HXX
Heaton Chapel,224088,166184,90116,480388,0,North West,2861,HTC
Hebden Bridge,205680,416068,58012,679760,33481,Yorkshire and The Humber,8524,HBD
Heckington,21462,10978,5968,38408,0,East Midlands,6220,HEC
Hedge End,81654,196382,61560,339596,0,South East,5893,HDE
Hednesford,65578,101458,24792,191828,0,West Midlands,1148,HNF
Heighington,10668,9006,15354,35028,0,North East,7887,HEI
Helensburgh Central,147898,293854,57922,499674,45,Scotland,9981,HLC
Helensburgh Upper,2758,5482,1080,9320,737,Scotland,9982,HLU
Hellifield,4038,23292,182,27512,1265,Yorkshire and The Humber,2656,HLD
Helmsdale,2448,1036,0,3484,0,Scotland,8647,HMS
Helsby,51168,35538,2552,89258,55321,North West,2149,HSB
Hemel Hempstead,429320,716320,161046,1306686,9093,East of England,1391,HML
Hendon,292478,369198,222118,883794,0,London,1522,HEN
Hengoed,79296,3862,22746,105904,0,Wales,4028,HNG
Henley-In-Arden,19962,27898,21792,69652,0,West Midlands,4524,HNL
Henley-On-Thames,208976,309202,88654,606832,0,South East,3146,HOT
Hensall,344,32,0,376,0,Yorkshire and The Humber,8129,HEL
Hereford,258166,536436,322588,1117190,38364,West Midlands,3607,HFD
Herne Bay,114954,277474,309396,701824,0,South East,5174,HNB
Herne Hill,671736,994016,337784,2003536,843160,London,5066,HNH
Hersham,222726,207152,164136,594014,0,South East,5590,HER
Hertford East,344588,441470,114884,900942,0,East of England,6818,HFE
Hertford North,330192,423026,110084,863302,3772,East of England,6085,HFN
Hessle,10128,28904,6454,45486,0,Yorkshire and The Humber,8067,HES
Heswall,16044,37548,6590,60182,0,North West,2138,HSW
Hever,8984,23488,6730,39202,0,South East,5417,HEV
Heworth,13854,11512,3782,29148,0,North East,7766,HEW
Hexham,72566,231754,31810,336130,3846,North East,7506,HEX
Heyford,6242,20504,4666,31412,0,South East,3194,HYD
Heysham Port,700,8748,0,9448,0,North West,2691,HHB
High Brooms,247268,433440,242940,923648,0,South East,5235,HIB
High Street (Glasgow),183808,318894,51214,553916,0,Scotland,9909,HST
High Wycombe,849290,786476,281504,1917270,91589,South East,3054,HWY
Higham,42426,34556,30860,107842,0,South East,5202,HGM
Highams Park,860040,1180972,217838,2258850,0,London,6919,HIP
Highbridge and Burnham,77408,138166,16646,232220,0,South West,3314,HIG
Highbury and Islington,6030530,11874372,2696194,20601096,6839511,London,6009,HHY
Hightown,65884,161742,38946,266572,0,North West,2356,HTO
Hildenborough,102604,107022,84566,294192,0,South East,5236,HLB
Hillfoot,61092,108232,13646,182970,0,Scotland,9983,HLF
Hillington East,52988,78874,43924,175786,0,Scotland,9676,HLE
Hillington West,82866,93432,65720,242018,0,Scotland,9630,HLW
Hillside,100428,317104,90310,507842,0,North West,2231,HIL
Hilsea,108152,134396,55526,298074,5306,South East,5539,HLS
Hinchley Wood,83818,80362,52548,216728,0,South East,5591,HYW
Hinckley (Leics),91290,127240,16886,235416,0,East Midlands,1870,HNK
Hindley,79958,81632,41160,202750,26642,North West,2398,HIN
Hinton Admiral,34602,73832,7004,115438,0,South East,5880,HNA
Hitchin,894884,1221534,395836,2512254,77171,East of England,6086,HIT
Hither Green,843230,1155120,441510,2439860,437506,London,5107,HGR
Hockley,261322,220070,288792,770184,0,East of England,6880,HOC
Hollingbourne,12152,19114,15216,46482,0,South East,5141,HBN
Holmes Chapel,72432,83062,20652,176146,0,North West,1221,HCH
Holmwood,20110,19948,12064,52122,0,South East,5308,HLM
Holton Heath,14906,8656,3936,27498,0,South West,5941,HOL
Holyhead,62240,132464,7408,202112,209,Wales,2437,HHD
Holytown,40690,61936,18978,121604,3,Scotland,9738,HLY
Homerton,1240422,2089072,533126,3862620,0,London,6979,HMN
Honeybourne,18862,59516,7390,85768,0,West Midlands,4794,HYB
Honiton,36666,184752,66810,288228,11251,South West,5717,HON
Honley,16068,14276,10540,40884,0,Yorkshire and The Humber,8436,HOY
Honor Oak Park,793218,1311624,204254,2309096,0,London,5418,HPA
Hook,106314,193038,96874,396226,0,South East,5523,HOK
Hooton,337650,195414,96638,629702,98009,North West,2193,HOO
Hope (Derbyshire),25572,47544,3124,76240,0,East Midlands,2828,HOP
Hope (Flintshire),10564,944,6096,17604,0,Wales,2432,HPE
Hopton Heath,620,104,0,724,0,West Midlands,4189,HPT
Horden,23480,69186,6898,99564,0,North East,6604,HRE
Horley,409108,460316,164242,1033666,0,South East,5365,HOR
Hornbeam Park,105224,119578,100924,325726,0,Yorkshire and The Humber,8212,HBP
Hornsey,458598,669134,187158,1314890,0,London,6015,HRN
Horsforth,297860,260452,109620,667932,2567,Yorkshire and The Humber,8499,HRS
Horsham,586816,1021486,485380,2093682,104781,South East,5309,HRH
Horsley,105640,117242,56158,279040,0,South East,5562,HSY
Horton-In-Ribblesdale,3328,16538,46,19912,0,Yorkshire and The Humber,2105,HIR
Horwich Parkway,164950,208118,74260,447328,0,North West,8720,HWI
Hoscar,448,466,0,914,0,North West,2399,HSC
Hough Green,66552,76784,29610,172946,0,North West,2303,HGN
Hounslow,268908,345048,147916,761872,1060,London,5563,HOU
Hove,462336,1020618,283794,1766748,328410,South East,5273,HOV
Hoveton and Wroxham,40152,75528,9124,124804,0,East of England,7327,HXM
How Wood (Hertfordshire),9380,8172,2494,20046,0,East of England,1563,HWW
Howden,22206,64448,7166,93820,0,Yorkshire and The Humber,8071,HOW
Howwood (Renfrewshire),16758,29706,9256,55720,0,Scotland,1734,HOZ
Hoxton,961448,1960882,331432,3253762,0,London,1023,HOX
Hoylake,134006,199422,84766,418194,0,North West,2194,HYK
Hubberts Bridge,470,426,0,896,0,East Midlands,6221,HBB
Hucknall,81882,25830,12904,120616,0,East Midlands,1862,HKN
Huddersfield,1114946,1461262,444422,3020630,456190,Yorkshire and The Humber,8437,HUD
Hull,146530,2103818,133094,2383442,71382,Yorkshire and The Humber,8126,HUL
Humphrey Park,11498,3994,3722,19214,0,North West,2937,HUP
Huncoat,7798,10612,5834,24244,0,North West,2558,HCT
Hungerford,47320,140360,42142,229822,0,South East,3072,HGD
Hunmanby,7216,26330,7068,40614,0,Yorkshire and The Humber,8098,HUB
Huntingdon,338952,784998,178210,1302160,9,East of England,6108,HUN
Huntly,24268,22974,2326,49568,0,Scotland,8921,HNT
Hunts Cross,256228,783510,267812,1307550,10359,North West,2235,HNX
Hurst Green,115766,147170,182688,445624,38850,South East,5463,HUR
Hutton Cranswick,6492,20574,9302,36368,0,Yorkshire and The Humber,8099,HUT
Huyton,176662,245290,113306,535258,18684,North West,2160,HUY
Hyde Central,32064,18008,10462,60534,0,North West,2829,HYC
Hyde North,15624,5674,6646,27944,0,North West,2959,HYT
Hykeham,78300,25500,9418,113218,0,East Midlands,6310,HKM
Hyndland,307586,589736,125820,1023142,699086,Scotland,9845,HYN
Hythe (Essex),62678,168226,34766,265670,0,East of England,6851,HYH
Ifield,67560,96050,68550,232160,0,South East,5495,IFI
Ilford,2620714,4792410,1337438,8750562,80,London,6881,IFD
Ilkeston,78800,43454,5258,127512,0,East Midlands,7783,ILN
Ilkley,378776,364714,375210,1118700,0,Yorkshire and The Humber,8568,ILK
Imperial Wharf,945076,1201314,560540,2706930,0,London,9586,IMW
Ince (Manchester),10914,7086,5720,23720,0,North West,2236,INC
Ince and Elton (Cheshire),124,6,0,130,0,North West,2122,INE
Ingatestone,255942,132988,293860,682790,0,East of England,6882,INT
Insch,28016,20024,4308,52348,0,Scotland,8922,INS
Invergordon,15444,2318,996,18758,0,Scotland,8648,IGD
Invergowrie,8180,1742,414,10336,0,Scotland,8778,ING
Inverkeithing,241984,459378,44876,746238,32181,Scotland,9136,INK
Inverkip,17354,34174,6162,57690,0,Scotland,9646,INP
Inverness,312292,647990,14526,974808,38939,Scotland,8649,INV
Inverness Airport,3782,2134,180,6096,0,Scotland,455,IVA
Invershin,160,72,0,232,0,Scotland,8614,INH
Inverurie,119190,133494,35672,288356,0,Scotland,8924,INR
Ipswich,549326,1742224,391024,2682574,588347,East of England,7217,IPS
Irlam,105432,68968,55640,230040,0,North West,2817,IRL
Irvine,155638,337152,57740,550530,0,Scotland,9508,IRV
Isleworth,268100,284998,227206,780304,0,London,5592,ISL
Islip,8538,12336,5164,26038,0,South East,3110,ISP
Iver,85398,124568,54974,264940,0,South East,3170,IVR
Ivybridge,9102,76842,14956,100900,0,South West,3555,IVY
James Cook University Hospital,12846,20752,3522,37120,0,North East,9507,JCH
Jewellery Quarter,122968,116344,81272,320584,0,West Midlands,1097,JEQ
Johnston (Pembs),3098,3110,0,6208,0,Wales,4081,JOH
Johnstone (Renfrewshire),238914,461716,120806,821436,0,Scotland,9648,JHN
Jordanhill,52762,124040,14750,191552,0,Scotland,9995,JOR
Kearsley (Manchester),20448,16380,11580,48408,0,North West,2605,KSL
Kearsney (Kent),12126,19110,6820,38056,0,South East,5038,KSN
Keighley,409372,607890,273346,1290608,832,Yorkshire and The Humber,8468,KEI
Keith,20420,35118,410,55948,0,Scotland,8925,KEH
Kelvedon,102808,185816,193482,482106,0,East of England,6838,KEL
Kelvindale,9934,25040,10606,45580,0,Scotland,1655,KVD
Kemble,22004,306510,24324,352838,0,South West,3325,KEM
Kempston Hardwick,2152,2164,142,4458,0,East of England,1384,KMH
Kempton Park Racecourse,11622,26760,384,38766,0,South East,5678,KMP
Kemsing,6848,4536,766,12150,0,South East,5079,KMS
Kemsley,58928,38986,55626,153540,0,South East,5205,KML
Kendal,16492,113108,22930,152530,0,North West,1976,KEN
Kenilworth,53694,77918,7520,139132,0,West Midlands,7985,KNW
Kenley,93560,114142,39084,246786,0,London,5419,KLY
Kennett,21018,13206,9558,43782,0,East of England,7011,KNE
Kennishead,20436,52948,7986,81370,0,Scotland,9816,KNS
Kensal Green,273166,594576,105946,973688,0,London,1447,KNL
Kensal Rise,696770,1063768,438024,2198562,0,London,1448,KNR
Kensington Olympia,792144,1144772,344988,2281904,3443,London,3092,KPA
Kent House,269346,308788,93056,671190,0,London,5080,KTH
Kentish Town,675512,978004,338208,1991724,0,London,1553,KTN
Kentish Town West,523272,799282,222814,1545368,0,London,1449,KTW
Kenton,248738,597540,230606,1076884,0,London,1399,KNT
Kents Bank,3824,17130,3984,24938,0,North West,1966,KBK
Kettering,131774,691588,184538,1007900,369017,East Midlands,1857,KET
Kew Bridge,342284,430412,179728,952424,0,London,5593,KWB
Kew Gardens,350234,762850,109556,1222640,0,London,5594,KWG
Keyham,2952,8338,2240,13530,0,South West,3571,KEY
Keynsham,168320,226210,24056,418586,0,South West,3237,KYN
Kidbrooke,446604,486186,268168,1200958,0,London,5108,KDB
Kidderminster,218080,366910,330896,915886,0,West Midlands,4581,KID
Kidsgrove,82128,127774,14484,224386,16881,West Midlands,1229,KDG
Kidwelly,13000,5490,2482,20972,0,Wales,4132,KWL
Kilburn High Road,136378,411828,94110,642316,0,London,1415,KBN
